LexicalClass,EntryID,LemmaID,Iconicity(M),Iconicity(bin),SignFrequency(M),SignFrequency(bin),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreqZ(native),SignFrequency(N-Native),PercentUnknown(Native),GlossConfirmation,PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity(SD),Iconicity(Z),Iconicity(N),SubtLexUSLog10WF,Compound,Initialized,FingerspelledLoanSign,SignOnset(ms),SignOffset(ms),SignLength(ms),SignLength(bin),ClipLength(ms),SignType,MajorLocation,MinorLocation,SelectedFingers,Flexion,Movement,MinimalNeighborhoodDensity,MaximalNeighborhoodDensity,Parameter-BasedNeighborhoodDensity,SignTypeFrequency,MajorLocationFrequency,MinorLocationFrequency,SelectedFingersFrequency,FlexionFrequency,MovementFrequency,HandshapeFrequency,,Batch,Item,List,Repeat.1,Telic,TelicHow,repetition,telicity notes
Noun,night,night,1.919,loicon,6.032,hifreq,1.516,1.067674645,31,0.00%,6.111,1.568,1.124447047,18,0.00%,0,,,2.048,-0.592,37,4.645,0,0,0,367.03,1368.04,1001,long,1401.4,AsymmetricalSameHandshape,Hand,PalmBack,imrp,3,BackAndForth,750,19,2,78,216,24,455,88,354,34,,A,3,1,0,,,,
Noun,drink,drink,7,hiicon,6.348,hifreq,0.935,1.067514084,23,0.00%,6.692,0.63,1.188763561,13,0.00%,0,,,2.045,2.113,30,4.101,0,0,0,433.77,734.07,300.3,short,1401.4,OneHanded,Head,Mouth,imrp,5,Straight,802,31,4,388,300,40,455,108,177,89,,B,12,2,0,,,,
Noun,time,time,6.7,hiicon,6.375,hifreq,1.013,1.062822975,24,0.00%,6.692,0.48,1.193779255,13,0.00%,0,,,2.045,1.965,30,5,0,0,0,300.3,633.97,333.67,medshort,1401.4,AsymmetricalDifferentHandshape,Hand,PalmBack,i,2,BackAndForth,644,26,4,178,216,24,265,76,354,39,,B,80,2,0,,,,
Noun,kitchen,kitchen,1.5,loicon,6.038,hifreq,1.038,1.166868636,26,0.00%,6.167,0.937,1.198194275,12,0.00%,0,,,2.074,-0.701,30,3.474,0,1,0,367.03,867.53,500.5,medshort,1134.47,AsymmetricalDifferentHandshape,Hand,Palm,im,Stacked,Curved,422,4,0,178,216,91,129,13,125,13,,A,16,2,0,,,,
Noun,teacher,teacher,1.433,loicon,6.074,hifreq,1.328,1.218994009,27,0.00%,6.077,1.188,1.199477724,13,0.00%,0,,,2.074,-0.762,30,3.454,1,0,0,533.87,1201.2,667.33,medlong,1368.04,SymmetricalOrAlternating,Neutral,Neutral,imrp,5,Straight,733,51,5,332,349,345,455,108,177,89,,A,33,2,0,,,,
Noun,school,school,1.194,loicon,6.4,hifreq,0.855,1.197300608,30,0.00%,6.611,0.698,1.211817553,18,0.00%,0,,,2.075,-0.834,36,4.23,0,0,0,367.03,800.8,433.77,medshort,1601.6,AsymmetricalSameHandshape,Hand,Palm,imrp,1,BackAndForth,883,49,18,78,216,91,455,487,354,192,,C,89,3,0,,,,
Noun,bed,bed,6.095,hiicon,6.12,hifreq,1.301,1.120827836,25,0.00%,6.267,1.033,1.232860041,15,0.00%,0,,,2.153,1.164,21,3.98,0,0,0,533.87,767.43,233.57,short,900.9,OneHanded,Head,CheekNose,imrp,1,None,889,82,10,388,300,45,455,487,46,192,,A,37,3,0,,,,
Noun,dog,dog,1.737,loicon,6.258,hifreq,1.237,1.188947558,31,0.00%,6.333,1.283,1.239214048,18,0.00%,0,,,2.048,-0.694,38,3.993,0,0,0,367.03,1001,633.97,medshort,1167.84,OneHanded,Neutral,Neutral,im,Stacked,None,727,5,1,388,349,345,129,13,180,13,,A,56,1,0,,,,
Noun,shoes,shoes,1.533,loicon,6.074,hifreq,1.141,1.201767194,27,0.00%,6.154,0.899,1.245048877,13,0.00%,1,100.00%,100.00%,2.074,-0.717,30,3.578,0,1,0,367.03,934.27,567.23,medshort,1034.37,SymmetricalOrAlternating,Neutral,Neutral,imrp,7,BackAndForth,772,80,12,332,349,345,455,82,354,72,,A,57,2,0,,,,
Noun,coffee,coffee,2.286,loicon,6.387,hifreq,0.955,1.235763042,31,0.00%,6.389,1.037,1.248480669,18,0.00%,0,,,2.048,-0.424,35,3.868,0,0,0,400.4,1334.67,934.27,medlong,1434.77,AsymmetricalSameHandshape,Hand,FingerRadial,imrp,7,Circular,636,12,1,78,216,33,455,82,111,72,,A,32,1,0,,,,
Noun,shop_2,shop_2,1.5,loicon,6.231,hifreq,1.07,1.173911696,26,0.00%,6.438,0.814,1.254719883,16,0.00%,0,,,2.009,-0.749,22,3.436,0,0,0,567.23,1468.14,900.9,medlong,2068.74,AsymmetricalDifferentHandshape,Hand,Palm,imrp,4,BackAndForth,742,27,4,178,216,91,455,52,354,30,,D,58,3,0,,,,
Noun,friend,friend,2.25,loicon,6.462,hifreq,0.905,1.323946876,26,0.00%,6.5,0.894,1.280631921,16,0.00%,0,,,2.009,-0.386,24,4.33,0,0,0,567.23,1501.5,934.27,medlong,2068.74,SymmetricalOrAlternating,Neutral,Neutral,i,5,Circular,702,8,0,332,349,345,265,108,111,11,,D,10,3,0,,,,
Noun,milk,milk,4.211,medicon,6.233,hifreq,1.331,1.149958499,30,0.00%,6.444,1.042,1.287667195,18,0.00%,0,,,2.048,0.479,38,3.337,0,0,0,333.67,867.53,533.87,medshort,1034.37,OneHanded,Neutral,Neutral,imrp,7,None,833,21,4,388,349,345,455,82,180,72,,A,51,1,0,,,,
Noun,paper,paper,3.051,medicon,6.484,hifreq,0.962,1.297284583,31,0.00%,6.444,0.856,1.289591103,18,0.00%,0,,,2.048,-0.053,39,3.722,0,0,0,233.57,900.9,667.33,medlong,1134.47,AsymmetricalSameHandshape,Hand,Palm,imrp,1,Circular,829,35,5,78,216,91,455,487,111,192,,A,26,1,0,,,,
Noun,toilet,bathroom,1.533,loicon,5.963,hifreq,1.315,1.143683715,27,0.00%,6.231,1.235,1.292412293,13,0.00%,1,100.00%,100.00%,2.074,-0.694,30,3.169,0,1,0,467.13,1334.67,867.53,medlong,1668.34,OneHanded,Neutral,Neutral,thumb,Crossed,BackAndForth,786,3,1,388,349,345,54,13,354,4,,A,38,2,0,,,,
Noun,gas,gas,3.857,medicon,6.08,hifreq,1.187,1.098039578,25,0.00%,6.4,0.737,1.294174463,15,0.00%,0,,,2.153,0.12,21,3.539,0,0,0,300.3,1101.1,800.8,medlong,1267.94,AsymmetricalDifferentHandshape,Hand,FingerRadial,thumb,1,BackAndForth,754,28,0,178,216,33,54,487,354,44,,A,90,3,0,,,,
Noun,door,door,3.619,medicon,6.32,hifreq,1.03,1.233461342,25,0.00%,6.4,0.828,1.29886086,15,0.00%,0,,,2.153,0.005,21,4.173,0,0,0,400.4,1034.37,633.97,medshort,1201.2,AsymmetricalSameHandshape,Hand,FingerRadial,imrp,1,BackAndForth,883,49,18,78,216,33,455,487,354,192,,A,52,3,0,,,,
Noun,month,month,1.378,loicon,6.097,hifreq,1.513,1.079910846,31,0.00%,6.5,0.707,1.310505704,18,0.00%,0,,,2.048,-0.86,37,3.686,0,0,0,934.27,1334.67,400.4,medshort,2469.14,AsymmetricalSameHandshape,Hand,FingerRadial,i,1,Straight,757,18,10,78,216,33,265,487,177,134,,A,73,1,0,,,,
Noun,car,car,6.2,hiicon,6.556,hifreq,0.892,1.360512824,27,0.00%,6.588,0.795,1.321683752,17,0.00%,0,,,2.166,1.495,30,4.392,0,0,0,533.87,1601.6,1067.73,long,2569.24,SymmetricalOrAlternating,Neutral,Neutral,imrp,7,BackAndForth,772,80,12,332,349,345,455,82,354,72,,D,43,2,0,,,,
Noun,picture,picture,2.167,loicon,6.259,hifreq,1.023,1.302219086,27,0.00%,6.385,0.768,1.342469995,13,0.00%,0,,,2.074,-0.427,30,3.849,0,0,0,400.4,967.63,567.23,medshort,1134.47,AsymmetricalDifferentHandshape,Head,Eye,imrp,5,Curved,791,7,6,178,300,61,455,108,125,89,,A,42,2,0,,,,
Noun,evening,night,1.387,loicon,6.556,hifreq,0.751,1.369120872,27,0.00%,6.647,0.493,1.343670015,17,0.00%,0,,,2.166,-0.72,31,3.789,0,0,0,633.97,1401.4,767.43,medlong,1968.64,AsymmetricalSameHandshape,Hand,PalmBack,imrp,3,BackAndForth,750,19,2,78,216,24,455,88,354,34,,D,47,2,0,,,,
Noun,bathroom,bathroom,1.3,loicon,6.556,hifreq,0.847,1.486249688,27,0.00%,6.615,0.768,1.487709133,13,0.00%,0,,,2.074,-0.809,30,3.498,0,0,0,400.4,734.07,333.67,medshort,967.63,OneHanded,Neutral,Neutral,thumb,Crossed,BackAndForth,786,3,1,388,349,345,54,13,354,4,,A,51,2,0,,,,
Noun,book,book,6.684,hiicon,6.677,hifreq,0.832,1.407548429,31,0.00%,6.833,0.383,1.499382222,18,0.00%,0,,,2.048,1.732,38,3.956,0,0,0,400.4,900.9,500.5,medshort,1267.94,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,BackAndForth,908,118,32,332,349,345,455,487,354,192,,A,27,1,0,,,,
Noun,water,water,1.6,loicon,6.963,hifreq,0.192,1.717469772,27,0.00%,7,0,1.709828098,13,0.00%,0,,,2.074,-0.686,30,4.06,0,1,0,367.03,734.07,367.03,medshort,900.9,OneHanded,Head,Chin,imr,1,BackAndForth,830,33,0,388,300,63,7,487,354,6,,C,30,1,0,,,,
Name,egypt,egypt,2.222,loicon,2.276,lofreq,1.601,-1.230566462,29,0.00%,2.444,1.464,-1.22678552,18,0.00%,0,,,2.025,-0.269,27,2.433,0,0,0,700.7,1067.73,367.03,medshort,1901.9,OneHanded,Head,Forehead,i,2,BackAndForth,760,34,8,388,300,26,265,76,354,39,,C,42,2,0,,,,
Name,greece,greece,1.037,loicon,2.429,medfreq,1.665,-1.125086989,28,6.67%,2.5,1.592,-1.186073405,16,11.11%,0,,,2.025,-0.837,27,2.354,0,1,0,500.5,967.63,467.13,medshort,1735.07,OneHanded,Head,CheekNose,i,3,BackAndForth,780,30,2,388,300,45,265,88,354,17,,C,48,2,0,,,,
Name,pepsi,pepsi,1.433,loicon,2.5,medfreq,1.821,-1.129684729,20,33.33%,2.667,1.969,-1.091046338,12,33.33%,0,,,1.921,-0.713,30,1.978,0,0,0,1034.37,1868.54,834.17,medlong,2535.87,OneHanded,Head,Forehead,p,1,BackAndForth,830,38,6,388,300,26,41,487,354,38,,C,21,1,0,,,,
Name,mcdonalds_2,mcdonalds,5.267,hiicon,2.259,lofreq,1.534,-1.222709601,27,10.00%,2.688,1.74,-1.078302335,16,11.11%,0,,,1.921,1.22,30,2.286,0,1,0,300.3,1234.57,934.27,medlong,1968.64,OneHanded,Neutral,Neutral,imrp,4,Curved,826,12,3,388,349,345,455,52,125,30,,C,35,1,0,,,,
Name,japan,japan,1.114,loicon,2.565,medfreq,1.199,-0.881610629,23,14.81%,2.5,0.905,-0.906901776,12,25.00%,0,,,2.025,-0.902,35,2.899,0,0,0,633.97,1334.67,700.7,medlong,2235.57,SymmetricalOrAlternating,Neutral,Neutral,i,3,BackAndForth,778,19,0,332,349,345,265,88,354,17,,D,46,1,0,,,,
Name,cocacola,cocacola,1,loicon,2.846,medfreq,1.592,-0.748376625,26,0.00%,2.75,1.571,-0.813220764,16,0.00%,0,,,2.166,-0.893,31,2.452,0,0,0,700.7,1468.14,767.43,medlong,2335.67,OneHanded,Arm,UpperArm,thumb,1,None,728,4,0,388,27,4,54,487,180,44,,D,40,2,0,,,,
Name,france,france,1.452,loicon,3.111,medfreq,1.625,-0.576199766,27,0.00%,2.824,1.286,-0.772292683,17,0.00%,0,,,2.166,-0.682,31,3.14,0,1,0,533.87,1534.87,1001,long,2168.84,OneHanded,Neutral,Neutral,i,6,Circular,771,14,2,388,349,345,265,74,111,42,,D,78,2,0,,,,
Name,italy,italy,1.733,loicon,2.92,medfreq,1.778,-0.711396939,25,7.41%,2.813,1.471,-0.759761519,16,5.88%,1,96.00%,100.00%,2.166,-0.546,30,1.881,0,0,0,600.6,1801.8,1201.2,long,2569.24,OneHanded,Neutral,Neutral,i,5,BackAndForth,864,14,0,388,349,345,265,108,354,11,,D,74,2,0,,,,
Name,disney,disney,1.2,loicon,3.167,medfreq,1.606,-0.579370104,24,7.69%,2.875,1.088,-0.751920845,16,0.00%,0,,,2.009,-0.874,25,2.117,0,1,0,734.07,1801.8,1067.73,long,2268.94,OneHanded,Head,Chin,m,6,None,569,5,1,388,300,63,30,74,180,5,,D,35,3,0,,,,
Name,europe,europe,1.037,loicon,3.138,medfreq,1.747,-0.706397237,29,3.33%,3.412,1.906,-0.691293912,17,5.56%,0,,,2.025,-0.838,27,3.136,0,1,0,633.97,1368.04,734.07,medlong,2535.87,OneHanded,Head,Eye,imrp,2,Circular,812,11,1,388,300,61,455,76,111,18,,C,10,2,0,,,,
Name,germany,germany,1.033,loicon,2.926,medfreq,1.639,-0.706461998,27,0.00%,3.059,1.478,-0.666819467,17,0.00%,0,,,2.166,-0.879,30,2.845,0,0,0,567.23,1267.94,700.7,medlong,1868.54,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,None,874,84,12,332,349,345,455,487,180,192,,D,88,2,0,,,,
Name,russia,russia,1.613,loicon,3.111,medfreq,1.739,-0.621009691,27,0.00%,3.176,1.468,-0.604228199,17,0.00%,1,88.89%,88.24%,1.821,-0.971,31,2.443,0,0,0,600.6,1167.84,567.23,medshort,1735.07,OneHanded,Head,Chin,i,1,Other,785,47,2,388,300,63,265,487,46,134,,D,91,2,0,,,,
Name,china,china,1.083,loicon,3.038,medfreq,1.371,-0.642334937,26,0.00%,3.125,1.204,-0.601008729,16,0.00%,0,,,2.009,-0.951,24,3.103,0,0,0,600.6,1201.2,600.6,medshort,2168.84,OneHanded,Body,Clavicle,i,1,None,803,21,0,388,100,41,265,487,180,134,,D,61,3,0,,,,
Name,chicago,chicago,1.118,loicon,3.259,medfreq,1.953,-0.497228327,27,0.00%,3.438,2.032,-0.410342217,16,0.00%,0,,,2.025,-0.882,34,3.323,0,1,0,667.33,1201.2,533.87,medshort,2369.04,OneHanded,Neutral,Neutral,imrp,5,Other,812,7,2,388,349,345,455,108,180,89,,D,43,1,0,,,,
Name,gallaudet,gallaudet,1.067,loicon,4.2,medfreq,2.121,-0.23971438,25,0.00%,4.143,1.956,-0.311100424,14,0.00%,0,,,2.045,-0.817,30,NA,0,0,0,433.77,900.9,467.13,medshort,1801.8,OneHanded,Head,Eye,i,3,BackAndForth,780,30,2,388,300,61,265,88,354,17,,B,10,2,0,,,,
Name,canada,canada,1.056,loicon,3.6,medfreq,1.694,-0.465628863,30,0.00%,4.111,1.641,-0.291494386,18,0.00%,0,,,2.075,-0.912,36,2.74,0,0,0,533.87,1267.94,734.07,medlong,2235.57,OneHanded,Body,Clavicle,imrp,7,BackAndForth,824,18,6,388,100,41,455,82,354,72,,C,34,3,0,,,,
Name,february,february,1.189,loicon,3.963,medfreq,1.808,-0.10641574,27,0.00%,4.063,1.914,-0.089794712,16,0.00%,0,,,2.025,-0.871,37,2.449,0,0,1,433.77,1334.67,900.9,medlong,1901.9,OneHanded,Neutral,Neutral,i,6,None,770,18,2,388,349,345,265,74,180,42,,D,93,1,0,,,,
Name,thursday,thursday,1.1,loicon,5.042,hifreq,1.706,0.251749927,24,0.00%,4.769,2.088,0.111530232,13,0.00%,0,,,2.045,-0.801,30,3.091,0,1,0,533.87,1034.37,500.5,medshort,1668.34,OneHanded,Neutral,Neutral,thumb,Crossed,None,706,6,1,388,349,345,54,13,180,4,,B,45,2,0,,,,
Name,america,america,1.593,loicon,4.5,medfreq,1.306,0.096440538,30,0.00%,4.889,1.278,0.190746195,18,0.00%,0,,,2.025,-0.591,27,3.599,0,0,0,567.23,1334.67,767.43,medlong,2002,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,Circular,869,71,3,332,349,345,455,487,111,192,,C,6,2,0,,,,
Name,god,god,2.448,medicon,4.519,medfreq,2.242,0.204689512,27,0.00%,4.706,2.285,0.261541771,17,0.00%,0,,,2.166,-0.234,29,4.663,0,0,0,700.7,1234.57,533.87,medshort,1801.8,OneHanded,Neutral,Neutral,imrp,1,Curved,920,32,9,388,349,345,455,487,125,192,,D,68,2,0,,,,
Name,starbucks,starbucks,1.1,loicon,5.32,hifreq,1.749,0.449288747,25,0.00%,5.286,1.899,0.381232919,14,0.00%,0,,,1.948,-0.859,30,NA,0,0,0,467.13,1001,533.87,medshort,1668.34,SymmetricalOrAlternating,Neutral,Neutral,mr,6,BackAndForth,664,9,0,332,349,345,1,74,354,1,,B,10,3,0,,,,
Name,wednesday,wednesday,2.667,medicon,5.56,hifreq,1.227,0.571470354,25,0.00%,5.643,1.216,0.573048263,14,0.00%,0,,,1.948,-0.069,30,2.97,0,1,0,700.7,1201.2,500.5,medshort,2035.37,OneHanded,Neutral,Neutral,imr,1,Circular,840,5,1,388,349,345,7,487,111,6,,D,15,3,0,,,,
Name,monday,monday,1.029,loicon,5.69,hifreq,1.466,0.766752437,29,3.33%,6.111,1.231,0.925462308,18,0.00%,0,,,2.075,-0.909,34,3.23,0,1,0,400.4,1034.37,633.97,medshort,1634.97,OneHanded,Neutral,Neutral,imr,4,Circular,701,1,0,388,349,345,7,52,111,1,,C,70,3,0,,,,
Name,saturday,saturday,1,loicon,5.889,hifreq,1.251,0.972608869,27,0.00%,5.938,1.237,0.937170854,16,0.00%,0,,,2.025,-0.948,35,3.385,0,1,0,500.5,1368.04,867.53,medlong,2035.37,OneHanded,Neutral,Neutral,imrp,7,Circular,829,12,4,388,349,345,455,82,111,72,,D,28,1,0,,,,
Name,friday,friday,1.033,loicon,6.32,hifreq,0.9,1.043999131,25,0.00%,6.286,1.139,0.984028389,14,0.00%,0,,,2.045,-0.832,30,3.386,0,1,0,533.87,1067.73,533.87,medshort,1835.17,OneHanded,Neutral,Neutral,i,6,Circular,771,14,2,388,349,345,265,74,111,42,,B,20,2,0,,,,
Minor,about_2,about,2.133,loicon,3.522,medfreq,1.534,-0.762398252,23,8.00%,3.417,1.564,-0.794374421,12,14.29%,0,,,2.045,-0.309,30,5.268,0,0,0,567.23,1501.5,934.27,medlong,2268.94,AsymmetricalDifferentHandshape,Hand,FingerTip,i,1,Circular,735,31,3,178,216,15,265,487,111,134,,B,3,2,0,,,,
Minor,same_2,same_2,1.767,loicon,3.4,medfreq,1.633,-0.729867572,25,0.00%,3.357,1.598,-0.757212422,14,0.00%,0,,,2.045,-0.481,30,4.328,0,0,0,400.4,900.9,500.5,medshort,1701.7,SymmetricalOrAlternating,Neutral,Neutral,i,1,BackAndForth,875,74,7,332,349,345,265,487,354,134,,B,13,2,0,,,,
Minor,after,after,3.2,medicon,3.88,medfreq,1.509,-0.432419419,25,0.00%,3.786,1.477,-0.481912643,14,0.00%,0,,,2.045,0.212,30,4.542,0,0,0,533.87,1034.37,500.5,medshort,1701.7,AsymmetricalSameHandshape,Hand,FingerRadial,imrp,1,Curved,829,32,2,78,216,33,455,487,125,192,,B,30,2,0,,,,
Minor,because,because,1.296,loicon,4.24,medfreq,1.535,-0.354276288,25,0.00%,3.929,1.492,-0.473005527,14,0.00%,0,,,2.016,-0.761,27,4.737,0,0,0,467.13,800.8,333.67,medshort,1568.24,OneHanded,Head,Forehead,imrp,1,Curved,890,60,3,388,300,26,455,487,125,192,,B,49,1,0,,,,
Minor,past,past,3.567,medicon,4.276,medfreq,1.601,-0.061045229,29,3.33%,3.882,1.409,-0.364771328,17,5.56%,0,,,1.921,0.369,30,3.8,0,0,0,400.4,633.97,233.57,short,1568.24,OneHanded,Body,Shoulder,imrp,1,Curved,882,23,4,388,100,8,455,487,125,192,,C,49,1,0,,,,
Minor,what_2,what_2,,loicon,3.815,medfreq,2.076,-0.179975158,27,0.00%,3.588,2.21,-0.323926953,17,0.00%,1,100.00%,100.00%,,,,5.701,0,0,0,567.23,1434.77,867.53,medlong,2435.77,AsymmetricalDifferentHandshape,Hand,Palm,i,1,Straight,756,36,10,178,216,91,265,487,177,134,,D,84,2,0,,,,
Minor,oops,oops,5.565,hiicon,3.769,medfreq,1.531,-0.204573803,26,0.00%,3.813,1.601,-0.187538868,16,0.00%,0,,,2.009,1.293,23,2.746,0,0,0,266.93,1034.37,767.43,medlong,1468.14,OneHanded,Head,Mouth,imrp,1,None,889,82,10,388,300,40,455,487,180,192,,D,56,3,0,,,,
Minor,front,front,4.567,medicon,4.241,medfreq,1.215,-0.079175233,29,3.33%,4.235,1.251,-0.167438171,17,5.56%,0,,,1.921,0.872,30,3.967,0,0,0,500.5,1134.47,633.97,medshort,1735.07,OneHanded,Head,Other,imrp,1,BackAndForth,925,75,13,388,300,74,455,487,354,192,,C,39,1,0,,,,
Minor,behind,behind,2.633,medicon,4.2,medfreq,1.472,-0.280377563,25,0.00%,4.429,1.222,-0.124938354,14,0.00%,0,,,2.045,-0.084,30,3.982,0,0,0,367.03,834.17,467.13,medshort,1701.7,AsymmetricalSameHandshape,Hand,FingerBack,thumb,1,Circular,655,11,2,78,216,21,54,487,111,44,,B,48,2,0,,,,
Minor,few,few,2.37,medicon,4.429,medfreq,1.2,0.087152444,28,0.00%,4.438,0.892,-0.00879109,16,0.00%,0,,,2.025,-0.22,27,4.187,0,0,0,400.4,800.8,400.4,medshort,1568.24,OneHanded,Neutral,Neutral,imrp,3,None,853,19,2,388,349,345,455,88,180,34,,C,67,2,0,,,,
Minor,right_2,right_2,3.533,medicon,4.862,hifreq,1.505,0.278744139,29,0.00%,4.765,1.348,0.128982763,17,0.00%,0,,,1.921,0.278,30,5.311,0,1,0,633.97,1167.84,533.87,medshort,2902.9,OneHanded,Neutral,Neutral,im,Crossed,Straight,740,3,0,388,349,345,129,13,177,9,,C,70,1,0,,,,
Minor,and,and,1.567,loicon,5.208,hifreq,1.587,0.346962545,24,0.00%,5,1.871,0.140825635,13,0.00%,0,,,1.948,-0.624,30,5.834,0,0,0,400.4,734.07,333.67,medshort,1401.4,OneHanded,Neutral,Neutral,imrp,3,Straight,857,10,3,388,349,345,455,88,177,34,,B,72,3,0,,,,
Minor,congratulations,congratulations,5.5,hiicon,4.8,hifreq,1.414,0.081324188,25,0.00%,5.143,1.512,0.282674378,14,0.00%,0,,,2.045,1.338,30,3.558,0,0,0,467.13,867.53,400.4,medshort,1568.24,SymmetricalOrAlternating,Neutral,Neutral,imrp,5,BackAndForth,779,85,8,332,349,345,455,108,354,89,,B,22,2,0,,,,
Minor,with,with,4.593,medicon,5.033,hifreq,1.45,0.393435768,30,0.00%,5.111,1.491,0.340278468,18,0.00%,0,,,2.025,0.854,27,5.411,0,0,0,433.77,1501.5,1067.73,long,1835.17,SymmetricalOrAlternating,Neutral,Neutral,imrp,7,Straight,725,48,7,332,349,345,455,82,177,72,,A,18,3,0,,,,
Minor,from,from,2.6,medicon,4.889,hifreq,1.601,0.421411777,27,0.00%,4.875,1.746,0.387458355,16,0.00%,0,,,2.025,-0.204,35,5.017,0,0,0,700.7,1634.97,934.27,medlong,2168.84,AsymmetricalDifferentHandshape,Hand,FingerRadial,i,2,Curved,545,11,1,178,216,33,265,76,125,39,,D,59,1,0,,,,
Minor,for,for,1.5,loicon,5.08,hifreq,1.498,0.271301917,25,0.00%,5.357,1.499,0.412615865,14,0.00%,0,,,1.948,-0.644,30,5.546,0,0,0,567.23,934.27,367.03,medshort,1701.7,OneHanded,Head,Eye,i,1,Curved,807,57,4,388,300,61,265,487,125,134,,B,49,3,0,,,,
Minor,about_1,about,2.067,loicon,5.48,hifreq,1.475,0.522686756,25,0.00%,5.5,1.787,0.517788805,14,0.00%,0,,,2.045,-0.324,30,5.268,0,0,0,367.03,1067.73,700.7,medlong,1868.54,AsymmetricalSameHandshape,Hand,FingerTip,i,1,Circular,737,15,3,78,216,15,265,487,111,134,,B,72,2,0,,,,
Minor,much,much,4.889,hiicon,5.32,hifreq,1.406,0.381064244,25,0.00%,5.571,1.453,0.520158627,14,0.00%,0,,,2.016,0.986,27,4.696,0,0,0,533.87,967.63,433.77,medshort,1568.24,SymmetricalOrAlternating,Neutral,Neutral,imrp,5,Curved,704,47,4,332,349,345,455,108,125,89,,B,61,1,0,,,,
Minor,all,all,2.8,medicon,5.3,hifreq,1.685,0.524044464,30,0.00%,5.444,1.58,0.527038259,18,0.00%,0,,,2.075,-0.093,35,5.42,0,0,0,367.03,1334.67,967.63,medlong,2102.1,AsymmetricalSameHandshape,Hand,Other,imrp,1,Circular,829,35,5,78,216,12,455,487,111,192,,C,88,3,0,,,,
Minor,some,some,2.259,loicon,5.625,hifreq,1.408,0.61555925,24,0.00%,5.714,1.684,0.606803511,14,0.00%,0,,,2.016,-0.294,27,4.945,0,0,0,467.13,867.53,400.4,medshort,1534.87,AsymmetricalSameHandshape,Hand,FingerFront,imrp,1,Straight,831,35,5,78,216,12,455,487,177,192,,B,20,1,0,,,,
Minor,myself,myself,6.5,hiicon,5.154,hifreq,1.713,0.553354937,26,0.00%,5.438,1.825,0.631789424,16,0.00%,0,,,2.009,1.744,24,4.242,0,0,0,667.33,1267.94,600.6,medshort,1768.44,OneHanded,Body,TorsoTop,thumb,3,BackAndForth,706,7,2,388,100,18,54,88,354,5,,D,24,3,0,,,,
Minor,since,since,1.458,loicon,5.115,hifreq,1.275,0.57065894,26,0.00%,5.313,1.448,0.648529265,16,0.00%,0,,,2.009,-0.747,24,4.206,0,0,0,567.23,1501.5,934.27,medlong,2235.57,SymmetricalOrAlternating,Body,Shoulder,i,3,Curved,652,4,1,332,100,8,265,88,125,17,,D,14,3,0,,,,
Minor,that,that,3,medicon,5.5,hifreq,1.408,0.703580185,30,0.00%,5.611,1.501,0.67858239,18,0.00%,0,,,2.075,0.001,36,5.857,0,0,0,467.13,967.63,500.5,medshort,1534.87,OneHanded,Neutral,Neutral,p,1,Straight,845,14,3,388,349,345,41,487,177,38,,C,59,3,0,,,,
Minor,same_1,same_1,3.621,medicon,5.84,hifreq,1.106,0.713454184,25,0.00%,5.929,1.072,0.724714418,14,0.00%,0,,,2.045,0.423,29,4.328,0,0,0,1167.84,1634.97,467.13,medshort,2402.4,OneHanded,Neutral,Neutral,p,1,BackAndForth,889,22,4,388,349,345,41,487,354,38,,B,9,2,0,,,,
Minor,not_care,not_care,4.4,medicon,5.423,hifreq,1.332,0.74015427,26,0.00%,5.5,1.317,0.7275527,16,0.00%,0,,,2.009,0.656,25,4.918,0,0,0,600.6,1334.67,734.07,medlong,2068.74,OneHanded,Head,CheekNose,imrp,4,Curved,772,17,2,388,300,45,455,52,125,30,,D,44,3,0,,,,
Minor,how,how,3.267,medicon,5.556,hifreq,1.45,0.782918164,27,0.00%,5.588,1.46,0.741570161,17,0.00%,0,,,2.166,0.156,30,5.193,0,0,0,567.23,1401.4,834.17,medlong,1768.44,SymmetricalOrAlternating,Neutral,Neutral,imrp,5,Circular,711,35,3,332,349,345,455,108,111,89,,D,82,2,0,,,,
Minor,when,when,1.914,loicon,5.6,hifreq,1.404,0.737780364,30,0.00%,5.889,1.079,0.776184762,18,0.00%,0,,,2.075,-0.527,35,5.016,0,0,0,467.13,1668.34,1201.2,long,2602.6,AsymmetricalSameHandshape,Hand,FingerTip,i,1,Circular,737,15,3,78,216,15,265,487,111,134,,B,25,2,0,,,,
Minor,which,which,3.259,medicon,5.8,hifreq,1.041,0.720955634,25,0.00%,6,1.109,0.814058518,14,0.00%,0,,,2.016,0.182,27,4.386,0,0,0,333.67,867.53,533.87,medshort,1568.24,SymmetricalOrAlternating,Neutral,Neutral,thumb,1,BackAndForth,834,50,4,332,349,345,54,487,354,44,,B,35,2,0,,,,
